Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
SBIN,EQ,26-Jun-2018,268.45,267.25,271.2,265.4,267,267.4,268.27,16867009,4524935020.25,105136,4317527,25.6
SBIN,EQ,27-Jun-2018,267.4,267.35,267.35,261,261.05,261.7,263.58,16277655,4290453842.2,96681,5061636,31.1
SBIN,EQ,28-Jun-2018,261.7,260.4,262,255.7,257.6,257,258.17,21349738,5511935975.95,123640,6890828,32.28
SBIN,EQ,29-Jun-2018,257,258.25,263.45,258.2,259.2,259.35,260.91,16244724,4238478681.95,158728,5951231,36.63
SBIN,EQ,02-Jul-2018,259.35,258.95,261.75,254,260,258.85,257.62,21896701,5641044088.2,125980,6374311,29.11
SBIN,EQ,03-Jul-2018,258.85,259.6,260.9,256.4,258,257.5,258.07,16099030,4154623857.15,92458,4679539,29.07
SBIN,EQ,04-Jul-2018,257.5,255.75,258.35,254.5,257.4,257.45,256.66,14206935,3646328370.9,100359,3726446,26.23
SBIN,EQ,05-Jul-2018,257.45,257.9,258.7,255.15,256.6,256.45,256.98,11215032,2882060427.55,80185,3038238,27.09
SBIN,EQ,06-Jul-2018,256.45,256.1,260.8,255.55,256.55,257.2,258.29,16174019,4177593667.55,129539,5042058,31.17
SBIN,EQ,09-Jul-2018,257.2,258.2,262.4,257.95,261.35,261.55,260.67,13220744,3446188706.5,108471,3784529,28.63
SBIN,EQ,10-Jul-2018,261.55,263.85,265.75,262.4,263.2,263.75,264.4,11487165,3037245608.9,97898,3355053,29.21
SBIN,EQ,11-Jul-2018,263.75,262.65,262.65,257.9,259.05,259.1,259.68,12857179,3338775884.75,82878,4974654,38.69
SBIN,EQ,12-Jul-2018,259.1,261.4,264.5,261.15,262,262.75,263.07,10642215,2799695906.75,89222,2399069,22.54
SBIN,EQ,13-Jul-2018,262.75,262.1,262.4,256.8,257.35,257.75,258.26,11976239,3093017366.5,86192,3711434,30.99
SBIN,EQ,16-Jul-2018,257.75,257,257.5,251,251.1,251.6,253.33,8965623,2271251194.5,69096,3250945,36.26
SBIN,EQ,17-Jul-2018,251.6,250.7,259.85,250.45,258.95,259.05,254.84,16067598,4094594110.6,130839,4870511,30.31
SBIN,EQ,18-Jul-2018,259.05,260.1,262.5,256.15,260.5,259.55,259.11,17641125,4571016125.65,104122,6537811,37.06
SBIN,EQ,19-Jul-2018,259.55,259.4,263.5,256.2,260.3,260.2,260.67,9958284,2595782908.55,73048,1231666,12.37
SBIN,EQ,20-Jul-2018,260.2,259.9,263,258.55,262.7,261.5,261.28,6120163,1599087719.85,48921,946234,15.46
SBIN,EQ,23-Jul-2018,261.5,262,267.5,260.6,266.6,266.35,263.69,17013119,4486111462.45,90699,7155707,42.06
SBIN,EQ,24-Jul-2018,266.35,267.2,269.2,265.55,266.65,266.85,267.44,9320281,2492636063.3,90287,1631130,17.5
SBIN,EQ,25-Jul-2018,266.85,268,272.85,265.65,271.35,271.85,269.11,13099277,3525203615.45,102919,4435471,33.86
SBIN,EQ,26-Jul-2018,271.85,275.1,289.4,274.2,289.25,287.7,283.14,53496546,15147160236.8,310433,15500900,28.98
SBIN,EQ,27-Jul-2018,287.7,289.5,297,285.1,286.55,286.75,290.46,32175436,9345552307.45,220319,6849107,21.29
SBIN,EQ,30-Jul-2018,286.75,289.2,299.55,289.2,296.5,297.4,296.67,40949610,12148359327.55,268957,15254694,37.25
SBIN,EQ,31-Jul-2018,297.4,297,302.4,291.8,293.6,293.5,296.17,36510328,10813312086.1,254603,13992100,38.32
SBIN,EQ,01-Aug-2018,293.5,294.5,298,288.35,294.3,295.1,292.95,33885474,9926744009.1,181159,11549196,34.08
SBIN,EQ,02-Aug-2018,295.1,293,296.4,290.55,294,293.9,294.02,15665209,4605847684.3,104001,2823987,18.03
SBIN,EQ,03-Aug-2018,293.9,294.6,299.95,294.5,299.9,299.25,297.3,18254462,5427128722.8,114223,4928377,27
SBIN,EQ,06-Aug-2018,299.25,300.6,311.35,300.6,308.9,308.5,307.52,31576923,9710678524.4,204045,8478843,26.85
SBIN,EQ,07-Aug-2018,308.5,309.85,311.7,303.05,303.9,304.05,306.47,23929123,7333537261.1,128953,6871383,28.72
SBIN,EQ,08-Aug-2018,304.05,304.05,310.9,303.05,309.85,308.7,306.82,20498279,6289345452.95,117900,6214133,30.32
SBIN,EQ,09-Aug-2018,308.7,312.95,319.85,310.15,317.65,317.4,316.25,46464355,14694257497,243879,14228513,30.62
SBIN,EQ,10-Aug-2018,317.4,317.65,326.4,300.5,302.7,304.45,313.3,111510771,34935877724.25,565857,17764543,15.93
SBIN,EQ,13-Aug-2018,304.45,296,302.8,291.1,296.7,294.15,295.95,58127432,17203092198.15,256293,13052549,22.46
SBIN,EQ,14-Aug-2018,294.15,296.7,298.95,293.35,295,294.9,295.85,25294933,7483493517.25,156944,7986831,31.57
SBIN,EQ,16-Aug-2018,294.9,293.5,298.4,290.25,293,292.7,294.21,31083900,9145252870.5,150833,11025001,35.47
SBIN,EQ,17-Aug-2018,292.7,295,302.7,294.05,302.2,302.1,298.51,21931134,6546643266.8,157302,5240195,23.89
SBIN,EQ,20-Aug-2018,302.1,304.1,308.7,303.6,307.6,307.65,306.04,20240462,6194434181.05,188475,4637280,22.91
SBIN,EQ,21-Aug-2018,307.65,308.3,308.85,303.35,307.1,307,305.65,14139592,4321728675.4,115293,3375979,23.88
SBIN,EQ,23-Aug-2018,307,306.95,306.95,298.3,302.45,302.45,302.26,22721004,6867573579,163137,5791238,25.49
SBIN,EQ,24-Aug-2018,302.45,300.6,305.7,299,300.6,300.45,301.58,18869585,5690666054.85,167126,4307094,22.83

