"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"GMRINFRA-2M","15.85","450000.00","26926200.00","-3.06","-5.93","-23.80","-1.25","-1.25","16.50","16.46","17.05","17.08","17.73","17.47","18.51","17.85","18.42","17.99","17.69","18.09","18.78","18.32","20.05","15.41","17.73","-0.68","-0.50","-0.18","32.26","11.61","32.85","36.08","40.62","50.94","-103.13","17.50","0.90","0.95","-85.33","0.04","14.81","49.95","-4.95","","2018-10-05"
"GNA","324.70","36019.00","78988.36","-2.80","-8.69","-13.68","-27.15","5.54","331.54","335.70","362.75","353.38","372.12","362.20","372.26","374.76","385.45","387.34","423.85","408.86","445.81","411.05","431.20","313.03","372.12","-16.19","-10.78","-5.41","32.46","13.33","35.54","31.45","43.76","40.10","-71.57","385.83","15.65","19.50","-86.81","-0.36","44.04","66.60","-51.45","","2018-10-05"
"GNFC","334.35","299853.00","563104.60","0.86","-7.83","-14.55","-18.21","11.04","337.67","339.85","362.66","356.80","373.52","366.66","384.96","379.69","395.39","389.97","416.26","405.34","437.17","418.87","424.01","323.04","373.52","-17.90","-13.34","-4.56","35.05","7.98","37.41","28.92","38.29","36.82","-52.82","391.57","9.60","17.83","-80.21","-0.24","95.74","57.41","-56.95","","2018-10-05"
"GOACARBON","582.50","230683.00","208987.06","-5.00","-8.48","-26.57","-10.36","26.14","629.81","615.68","638.03","642.86","670.47","660.81","720.74","675.74","680.31","681.44","669.34","696.68","797.16","732.45","780.43","560.51","670.47","-30.04","-21.91","-8.13","22.69","17.98","31.47","34.99","24.63","51.10","-130.22","670.00","42.00","36.69","-96.43","0.08","0.00","23.90","-210.80","","2018-10-05"
"GOCLCORP","272.90","22998.00","10455.46","-1.09","1.87","-18.12","-25.93","-47.60","272.19","274.44","286.70","285.81","298.05","295.91","316.78","312.71","336.57","328.92","361.34","363.19","465.01","430.97","338.99","257.10","298.05","-19.30","-18.34","-0.96","25.97","11.79","27.14","29.91","50.14","43.14","44.51","254.18","10.50","17.18","-73.97","-0.49","80.03","74.53","-60.40","","2018-10-05"
"GODFRYPHLP","682.30","378723.00","218109.54","-4.49","-8.83","-21.92","-5.11","-32.02","730.27","723.98","792.54","776.61","841.38","801.06","848.03","816.88","834.72","818.04","788.93","818.35","848.11","865.87","1035.33","647.42","841.38","-39.73","-18.75","-20.98","36.01","13.24","35.46","28.06","24.52","39.55","-121.52","866.95","41.40","46.67","-97.12","0.18","0.00","5.44","-191.50","","2018-10-05"
"GODFRYPHLP-1M","683.45","627200.00","384272.00","-3.75","-7.92","-21.43","-5.69","-31.95","731.03","723.73","793.42","776.73","841.26","801.38","848.93","817.61","836.20","819.12","790.71","819.95","850.73","868.49","1034.74","647.77","841.25","-40.14","-19.14","-21.00","36.32","12.58","35.79","28.75","23.61","41.54","-114.18","863.88","38.35","46.37","-97.35","0.18","0.00","12.95","-186.45","","2018-10-05"
"GODFRYPHLP-2M","684.30","2800.00","104846.00","-2.84","-10.64","-20.97","-9.76","0.00","729.55","726.26","813.74","784.17","850.19","806.55","847.04","818.07","811.21","819.72","808.67","830.96","899.69","899.42","1040.69","659.69","850.19","-35.31","-10.10","-25.21","39.02","17.82","51.14","28.88","16.88","28.55","-111.41","878.13","21.20","35.61","-99.61","0.15","0.00","14.14","-181.55","","2018-10-05"
"GODREJAGRO","515.55","52526.00","104298.22","-2.00","-0.32","-10.67","-16.56","0.00","521.05","521.75","530.96","532.29","545.80","542.73","564.41","559.82","588.10","574.01","606.57","593.91","620.55","601.40","597.84","493.75","545.80","-19.95","-19.54","-0.41","36.25","15.17","26.04","30.84","53.85","55.93","-15.33","552.00","17.75","19.47","-76.86","-0.25","57.91","80.52","-61.55","","2018-10-05"
"GODREJCP","701.20","2406165.00","1130523.21","-2.69","-10.50","-26.63","-15.89","16.81","750.53","740.91","787.17","782.14","816.31","806.03","864.27","830.76","869.33","838.81","841.95","829.44","766.67","774.31","925.02","707.60","816.31","-41.74","-30.47","-11.28","42.86","8.32","37.72","26.10","12.06","27.80","-123.70","802.45","40.60","37.90","-89.50","0.03","0.00","16.82","-254.50","","2018-10-05"
"GODREJCP-1M","705.35","2529600.00","1844064.00","-2.70","-9.84","-26.33","-15.67","17.42","754.93","744.90","790.41","785.69","819.91","809.43","867.35","833.97","872.45","841.85","844.51","832.13","768.72","776.52","928.93","710.90","819.91","-41.48","-30.35","-11.13","42.22","9.60","39.72","25.82","12.87","30.18","-125.26","799.40","40.85","35.55","-89.23","0.03","0.00","17.06","-252.08","","2018-10-05"
"GODREJCP-2M","707.25","37200.00","358272.00","-2.56","-10.60","-26.81","-12.46","0.00","759.06","749.32","794.94","789.78","824.13","812.65","865.79","835.53","872.66","841.88","839.05","829.44","759.79","761.13","933.37","714.88","824.13","-39.74","-28.35","-11.39","28.96","17.33","44.37","26.97","20.69","34.62","-126.08","797.21","34.45","31.77","-91.70","0.05","0.00","26.95","-259.05","","2018-10-05"
"GODREJIND","472.25","436854.00","481208.36","-2.88","-10.19","-25.03","-23.54","-17.85","497.98","495.65","529.15","525.36","552.78","543.08","581.66","564.02","595.08","575.67","597.59","585.12","586.65","588.65","633.80","471.76","552.78","-31.62","-23.94","-7.68","47.12","4.65","38.94","15.15","9.19","13.17","-123.78","527.16","17.70","20.89","-97.36","-0.12","0.00","0.00","-157.70","","2018-10-05"
"GODREJIND-1M","473.85","916500.00","1351980.00","-2.76","-8.95","-25.12","-23.82","-17.69","500.22","497.00","529.78","526.35","553.76","544.11","582.94","565.18","596.47","576.95","599.02","586.52","588.15","590.11","635.52","472.01","553.76","-31.72","-24.22","-7.49","47.79","4.41","38.42","15.90","10.99","17.31","-118.31","520.48","17.65","21.08","-97.32","-0.12","0.00","0.00","-159.00","","2018-10-05"
"GODREJPROP","564.35","301627.00","141257.06","-2.06","-7.35","-18.92","-20.99","-7.44","587.93","583.45","598.36","602.61","623.43","618.15","656.58","640.82","671.82","658.40","695.60","684.49","736.99","701.60","706.27","540.60","623.43","-28.87","-26.47","-2.40","40.18","11.58","31.13","30.33","35.17","52.88","-126.51","619.00","36.80","27.87","-88.12","-0.24","0.00","33.85","-131.70","","2018-10-05"
"GOENKA","0.30","126424.00","258910.00","0.00","20.00","0.00","-14.29","0.00","0.28","0.29","0.28","0.28","0.28","0.28","0.28","0.28","0.28","0.29","0.31","0.32","0.42","0.35","0.33","0.22","0.28","0.00","0.00","0.00","93.20","0.06","3.78","53.29","100.00","66.67","55.56","0.22","0.05","0.05","0.00","-0.40","100.00","100.00","0.00","","2018-10-05"
"GOKEX","69.90","36807.00","84327.50","-2.65","-10.84","-16.93","-12.30","-32.17","72.76","73.15","80.00","77.87","82.99","79.92","83.51","81.53","82.83","82.32","82.45","84.32","93.99","93.11","97.87","68.10","82.99","-3.40","-1.57","-1.83","28.69","13.06","31.93","30.40","14.26","20.31","-119.82","86.57","4.00","4.70","-98.05","0.01","0.00","15.81","-14.25","","2018-10-05"
"GOKUL","9.60","3127.00","23468.20","0.00","-9.00","-25.87","-25.00","-52.71","9.84","9.90","10.47","10.40","10.75","10.73","11.61","11.18","11.62","11.54","12.34","12.34","15.00","15.23","12.02","9.48","10.75","-0.61","-0.51","-0.10","29.70","8.94","20.98","34.26","51.59","55.44","-47.26","10.55","0.35","0.84","-70.37","-0.26","51.56","67.71","-3.35","","2018-10-05"
"GOKULAGRO","11.25","9460.00","22366.72","1.35","0.00","-17.58","-21.60","-48.51","11.22","11.28","11.58","11.65","12.03","12.02","12.93","12.63","13.38","13.23","14.30","14.67","19.58","18.37","13.54","10.52","12.03","-0.71","-0.70","-0.01","36.67","6.84","22.28","34.74","65.74","60.19","14.98","12.59","0.55","0.95","-60.34","-0.44","88.68","81.77","-2.40","","2018-10-05"
"GOLDBEES","2788.15","24244.00","14693.14","0.34","2.32","3.72","2.50","3.04","2757.15","2767.52","2744.40","2746.29","2735.22","2734.53","2705.10","2719.55","2688.05","2712.83","2707.27","2711.55","2715.25","2699.41","2787.14","2683.29","2735.22","21.47","17.31","4.16","26.31","33.77","16.39","65.96","74.86","62.15","45.66","2697.52","29.70","30.02","-25.60","0.01","78.31","83.32","99.90","","2018-10-05"
"GOLDENTOBC","28.00","614.00","3852.02","-4.27","-3.78","-16.67","-30.43","0.00","29.56","29.28","30.25","30.24","31.02","30.93","32.22","32.35","34.03","34.18","39.40","38.04","","","34.01","28.02","31.02","-1.39","-1.33","-0.07","28.25","18.25","32.30","36.79","38.70","48.45","-147.22","32.94","2.80","1.92","-92.78","-0.62","0.00","50.29","-5.60","","2018-10-05"
"GOLDIAM","71.30","21604.00","17557.66","-2.46","0.56","-8.00","29.28","-8.88","70.98","71.20","70.68","71.48","72.87","71.77","73.77","71.28","70.35","70.34","66.12","69.32","71.03","71.62","80.02","65.73","72.87","-0.28","0.04","-0.32","22.84","14.80","17.06","49.15","60.06","64.70","48.84","65.15","7.80","4.88","-42.52","0.28","58.20","52.73","-6.20","","2018-10-05"
"GOLDSHARE","2798.80","1126.00","857.52","0.32","0.65","2.90","2.45","3.92","2770.98","2781.47","2767.12","2766.64","2759.94","2755.62","2722.96","2740.50","2706.71","2733.76","2731.55","2731.55","2725.30","2708.65","2803.08","2716.79","2759.94","20.47","19.20","1.28","31.85","20.23","8.74","62.33","76.73","55.48","59.23","2723.11","35.00","40.30","-16.95","0.01","100.00","88.07","78.80","","2018-10-05"
"GOLDSTAR","27.85","6000.00","11400.00","-4.95","-7.17","-10.88","-18.09","0.00","28.82","28.85","29.99","29.74","30.59","30.16","30.88","30.72","31.08","31.15","33.36","32.01","","","33.01","28.16","30.59","-0.77","-0.50","-0.26","37.21","17.16","49.48","33.15","35.43","40.46","-111.42","30.41","1.45","0.90","-93.26","-0.18","31.38","44.47","-3.40","","2018-10-05"
"GOLDTECH","21.75","32270.00","89219.98","-3.97","-5.43","4.82","82.77","89.96","22.71","22.66","24.20","23.24","23.91","23.08","22.82","22.12","20.54","20.93","17.68","18.84","15.54","16.10","28.36","19.45","23.91","0.50","1.05","-0.55","26.02","29.59","28.61","46.39","51.52","61.32","-92.19","27.00","2.00","1.57","-90.29","1.00","0.00","41.72","1.00","","2018-10-05"
"GOODLUCK","62.50","6278.00","38436.20","-0.40","-6.79","-19.15","-10.39","-24.52","63.13","63.76","68.38","67.11","70.70","68.92","73.30","70.60","72.10","71.60","71.99","74.00","85.43","80.06","81.29","60.11","70.70","-3.07","-1.89","-1.17","26.47","11.09","34.01","29.35","46.50","41.08","-51.25","68.00","1.70","3.95","-76.21","-0.04","14.11","21.00","-14.80","","2018-10-05"
"GPIL","389.90","66280.00","211450.36","-3.33","-13.46","-26.23","-12.38","233.11","408.12","409.98","452.03","443.04","482.61","458.35","489.58","467.66","470.42","468.16","452.43","462.73","463.73","407.47","597.13","368.09","482.61","-24.65","-11.06","-13.59","33.15","14.11","33.88","31.26","34.66","37.99","-79.78","511.34","30.55","36.70","-89.95","0.20","0.00","12.95","-138.65","","2018-10-05"
"GPPL","100.75","64478.00","346414.00","-1.03","-0.44","-7.65","-2.94","-26.75","101.53","101.57","102.48","102.75","104.39","103.96","106.37","106.05","109.08","108.19","111.32","113.14","127.93","123.44","110.91","97.88","104.39","-2.33","-2.31","-0.01","19.20","16.78","15.28","37.64","32.41","38.67","-41.87","99.51","3.00","3.67","-83.67","-0.21","45.97","70.03","-8.35","","2018-10-05"
"GPTINFRA","89.70","13480.00","36866.60","-5.38","-11.89","-34.45","-44.58","-45.34","96.11","95.44","107.07","105.59","116.54","112.40","126.30","121.63","134.02","128.75","142.66","140.45","168.37","157.27","150.55","82.53","116.54","-12.45","-10.18","-2.27","39.90","5.41","30.89","21.69","15.41","23.32","-85.83","108.98","8.00","9.48","-96.42","-0.45","0.76","13.56","-47.15","","2018-10-05"
"GRANULES","93.65","4411352.00","4928270.70","2.18","-5.07","-18.60","17.58","-16.57","95.23","95.55","102.27","100.81","107.21","103.40","109.30","104.74","106.97","104.11","96.82","102.90","107.43","109.55","126.09","88.33","107.21","-4.13","-2.00","-2.13","33.97","11.77","31.41","36.83","30.78","35.65","-73.79","105.19","4.95","6.67","-88.92","0.29","55.58","37.08","-21.40","","2018-10-05"
"GRANULES-1M","94.15","6865000.00","7583800.00","2.28","-4.03","-18.38","17.25","-16.35","95.73","95.95","102.48","101.12","107.59","103.70","109.60","105.04","107.23","104.40","97.07","103.18","107.75","109.90","126.83","88.35","107.59","-4.12","-2.02","-2.10","34.64","11.56","30.15","37.60","34.23","39.27","-71.46","105.41","5.25","6.94","-87.18","0.29","52.61","38.49","-21.20","","2018-10-05"
"GRANULES-2M","94.65","50000.00","2152100.00","2.32","-8.64","-19.00","20.65","-28.35","95.45","96.28","104.46","102.06","108.72","104.70","110.40","105.86","107.28","105.06","97.05","103.79","108.89","111.32","128.15","89.28","108.72","-4.15","-1.69","-2.46","27.85","21.87","35.08","39.22","21.76","19.00","-17.95","111.32","4.15","6.07","-92.11","0.31","74.08","66.00","-22.20","","2018-10-05"
"GRAPHITE","803.10","348742.00","793486.62","-0.93","-0.53","-20.50","-13.21","121.88","831.62","827.33","882.37","873.10","925.40","902.34","967.67","932.79","987.49","940.91","939.27","919.00","822.27","809.25","1084.12","766.69","925.40","-51.22","-38.52","-12.70","39.60","8.48","33.51","27.46","37.96","47.13","-104.70","873.00","38.70","45.83","-90.63","0.06","0.00","50.73","-207.10","","2018-10-05"
"GRASIM","922.75","1300211.00","1209457.38","-3.81","-10.02","-13.43","-6.40","-18.17","974.35","966.86","1019.39","1001.19","1021.99","1012.13","1033.50","1018.71","1023.50","1020.72","1014.42","1028.95","1073.18","1072.51","1095.49","948.49","1021.99","-17.61","-4.35","-13.26","25.53","9.18","32.27","27.78","10.03","14.51","-108.89","1054.77","42.95","35.19","-96.54","0.04","0.00","0.00","-143.20","","2018-10-05"
"GRASIM-1M","925.50","1608000.00","2335650.00","-3.75","-9.97","-13.44","-6.71","-17.90","978.52","970.15","1021.70","1004.08","1024.49","1014.82","1035.74","1021.18","1025.64","1023.07","1016.47","1031.23","1075.66","1075.06","1096.36","952.63","1024.49","-17.25","-4.15","-13.10","23.07","11.37","32.43","27.20","8.54","15.78","-106.14","1047.32","46.90","35.24","-97.26","0.04","0.00","0.00","-143.75","","2018-10-05"
"GRASIM-2M","930.05","14250.00","540540.00","-4.40","-9.87","-14.28","-6.43","-18.24","985.80","977.18","1027.57","1010.22","1029.90","1020.32","1039.57","1025.79","1028.40","1027.24","1019.67","1035.34","1080.53","1080.22","1100.06","959.75","1029.90","-16.06","-3.11","-12.95","17.44","14.28","34.80","27.71","9.94","15.39","-115.14","1063.66","44.10","32.11","-99.22","0.04","0.00","0.00","-154.95","","2018-10-05"
"GRAVITA","76.10","106807.00","150365.88","-3.85","-18.39","-47.34","-51.31","-39.56","82.65","82.45","93.65","94.02","105.49","102.39","121.28","114.16","130.15","122.92","141.15","135.17","155.65","145.87","142.39","68.59","105.49","-15.45","-13.34","-2.11","46.21","6.07","39.08","10.07","7.19","7.03","-103.26","91.74","8.50","7.34","-94.74","-0.57","0.00","0.00","-68.40","","2018-10-05"
"GREAVESCOT","127.05","319756.00","781004.94","0.08","-10.02","-17.29","-4.83","-7.33","128.77","130.23","141.25","137.91","145.87","141.43","147.54","144.16","147.67","144.50","142.72","142.49","134.73","137.97","167.66","124.07","145.87","-5.87","-2.98","-2.88","31.18","11.99","34.16","27.12","21.56","20.63","-59.11","149.39","3.75","6.67","-89.62","0.11","51.24","30.61","-26.55","","2018-10-05"
"GREENLAM","950.00","2879.00","2818.86","0.34","-4.93","-9.67","-8.64","6.08","961.45","962.03","995.11","986.51","1012.39","996.25","1019.30","1002.78","989.92","1008.97","1022.37","1029.17","1121.01","1052.03","1088.15","936.64","1012.39","-15.62","-5.23","-10.39","26.16","7.52","28.04","38.76","55.60","59.37","-84.39","1027.22","45.05","56.61","-60.02","-0.03","12.16","4.05","-101.70","","2018-10-05"
"GREENPLY","142.15","63898.00","133349.18","-3.13","-13.87","-30.76","-37.97","-46.84","149.07","150.17","166.88","163.50","176.07","171.23","186.09","181.79","192.98","191.50","210.77","212.56","278.45","252.35","211.78","140.36","176.07","-14.11","-10.67","-3.44","43.84","5.76","34.14","12.82","10.65","12.91","-113.45","160.75","7.55","8.69","-97.85","-0.46","0.00","12.30","-63.15","","2018-10-05"
"GREENPOWER","6.35","185899.00","255275.58","-3.05","-6.62","-20.13","-9.93","-27.43","6.48","6.52","6.92","6.85","7.25","7.04","7.44","7.26","7.53","7.41","7.54","7.75","9.26","8.59","8.46","6.04","7.25","-0.34","-0.24","-0.10","27.34","9.39","23.90","30.68","36.51","31.04","-57.82","7.87","0.45","0.44","-94.44","-0.12","52.19","80.77","-1.60","","2018-10-05"
"GRETEX","12.50","30000.00","25680.00","4.17","-7.41","1.63","0.00","0.00","12.25","12.60","14.43","13.38","13.71","13.55","13.32","13.92","14.19","14.02","","","","","17.81","9.61","13.71","-0.34","-0.03","-0.30","17.82","42.88","41.72","45.62","29.92","12.07","49.02","17.72","0.50","1.20","-77.11","","98.43","41.47","0.20","","2018-10-05"
"GRINDWELL","497.45","294088.00","28666.60","-1.42","-0.11","-7.23","-1.41","18.98","504.64","502.34","507.12","506.64","512.60","509.33","516.03","511.44","512.89","511.96","511.13","511.36","515.47","503.76","537.11","488.08","512.60","-4.46","-2.91","-1.56","24.11","11.70","23.05","42.34","67.41","73.79","-90.62","515.35","30.30","20.68","-64.71","0.02","0.00","49.94","-38.75","","2018-10-05"
"GROBTEA","533.00","80.00","424.50","-2.24","-9.50","-25.05","-9.66","46.05","560.57","556.79","587.16","588.70","617.38","611.82","676.38","641.89","676.04","666.58","686.60","724.20","1022.84","814.53","715.48","519.27","617.38","-41.84","-35.86","-5.98","37.27","12.31","23.81","30.42","19.96","33.96","-87.05","579.45","37.80","39.57","-97.98","-0.27","0.00","21.47","-178.15","","2018-10-05"
"GRPLTD","1119.35","430.00","261.66","-2.29","-2.87","-4.43","-6.72","-7.11","1171.58","1153.82","1175.43","1167.68","1168.00","1171.12","1177.36","1176.06","1185.95","1181.22","1187.49","1196.28","1276.59","1246.58","1224.56","1111.44","1168.00","-6.40","-2.80","-3.60","14.71","22.02","18.44","42.82","22.10","32.75","-100.11","1292.21","51.25","64.58","-90.68","-0.05","0.00","6.91","-51.85","","2018-10-05"
"GRUH","274.65","380637.00","613714.60","-2.42","-5.55","-17.16","-14.08","8.65","287.00","285.21","306.62","300.52","315.05","307.77","319.97","315.04","323.50","318.74","326.74","319.89","305.78","302.70","356.87","273.22","315.05","-12.53","-7.35","-5.18","26.33","13.58","31.14","30.50","25.41","33.02","-78.22","317.58","12.70","19.63","-82.41","-0.05","0.00","5.61","-56.90","","2018-10-05"
"GSCLCEMENT","23.70","23514.00","53811.48","-3.27","-8.32","-16.25","-13.19","-28.18","24.22","24.37","25.47","25.31","26.30","25.93","27.20","26.75","27.94","27.34","28.70","28.27","30.56","30.16","29.37","23.22","26.30","-1.13","-0.91","-0.22","27.66","10.36","31.98","30.92","34.36","37.19","-120.79","25.72","1.20","1.44","-78.63","-0.18","32.38","56.23","-4.60","","2018-10-05"
"GSFC","93.75","1373577.00","1810061.62","-0.53","0.05","-22.71","-10.97","-25.57","94.74","95.20","100.84","99.95","105.80","103.13","110.14","106.59","111.18","108.64","110.73","112.14","123.39","121.84","124.10","87.49","105.80","-5.57","-4.19","-1.38","33.46","12.70","32.89","27.53","53.85","50.48","-23.78","103.32","3.75","5.05","-82.47","-0.09","50.51","72.46","-27.55","","2018-10-05"
"GSFC-1M","93.65","2781000.00","4625010.00","-1.00","0.21","-21.73","-11.40","-25.67","94.99","95.34","100.98","100.01","105.66","103.13","110.02","106.58","111.21","108.66","110.86","112.24","123.70","122.12","123.32","87.99","105.66","-5.48","-4.14","-1.34","31.80","13.34","34.05","27.78","52.54","51.20","-38.57","100.23","4.50","4.99","-83.64","-0.10","46.26","72.77","-26.00","","2018-10-05"
"GSFC-2M","93.00","40500.00","1606950.00","-2.67","-1.22","-22.63","-9.27","-28.32","94.22","95.07","101.00","99.87","105.80","103.01","109.66","106.42","110.75","108.52","110.91","112.29","124.37","122.66","124.17","87.44","105.80","-5.48","-4.04","-1.44","30.61","18.66","40.74","29.08","48.39","41.58","-15.30","103.46","2.90","4.20","-90.29","-0.10","61.71","82.43","-27.20","","2018-10-05"
"GSKCONS","6556.75","20869.00","24010.96","0.08","-6.58","-13.85","2.37","33.56","6811.23","6754.92","7172.96","7020.40","7218.66","7096.94","7237.39","7090.30","7030.84","7012.30","6733.67","6822.32","6511.45","6464.26","7860.76","6576.57","7218.66","-108.66","14.08","-122.74","33.55","10.76","26.84","34.52","14.03","16.14","-85.59","7471.65","330.00","306.83","-85.36","0.25","1.11","0.37","-1054.35","","2018-10-05"
"GSPL","176.30","373732.00","569113.58","-2.76","-2.70","-8.08","-0.59","-9.64","179.15","179.36","179.99","180.83","182.23","182.23","185.68","184.24","189.40","185.28","185.74","186.37","191.71","191.93","191.57","172.88","182.23","-2.63","-2.65","0.01","26.81","8.73","27.22","40.99","64.55","65.79","-42.21","157.89","8.40","8.71","-45.24","-0.03","39.49","74.22","-15.50","","2018-10-05"
"GSS","103.25","457671.00","520220.66","-1.20","-6.26","-1.48","47.29","375.81","102.91","104.00","106.14","104.27","104.64","103.16","100.13","99.85","93.90","96.36","88.04","89.30","69.01","68.90","113.74","95.55","104.64","2.56","3.68","-1.12","28.18","21.52","19.73","51.95","51.75","43.59","41.67","118.50","5.80","8.76","-59.97","0.53","55.53","48.35","-1.55","","2018-10-05"
"GTL","5.50","39446.00","73376.50","1.85","-1.79","-20.86","-21.43","-62.96","5.46","5.50","5.79","5.74","6.01","5.93","6.33","6.20","6.56","6.46","6.91","7.19","10.00","9.72","6.84","5.18","6.01","-0.34","-0.30","-0.05","20.27","12.30","17.80","27.92","32.05","27.61","40.23","5.85","0.35","0.41","-78.57","-0.37","100.00","33.33","-1.45","","2018-10-05"
"GTLINFRA","1.15","405246.00","1030987.04","-4.17","-17.86","-23.33","-20.69","-81.60","1.25","1.24","1.33","1.31","1.36","1.33","1.37","1.36","1.39","1.41","1.42","1.65","2.99","3.03","1.51","1.20","1.36","-0.05","-0.02","-0.02","26.13","11.94","37.54","30.66","0.00","3.70","-107.64","1.47","0.05","0.07","-100.00","-0.27","0.00","0.00","-0.35","","2018-10-05"
"GTNIND","8.95","18004.00","120616.82","-1.10","-17.13","-58.56","-38.28","-44.75","9.60","9.65","11.41","11.60","14.19","12.89","15.73","14.18","15.85","14.67","14.79","14.89","15.28","15.80","23.06","5.33","14.19","-2.23","-1.65","-0.58","34.31","14.15","39.96","23.61","4.32","2.26","-84.90","11.99","0.80","1.27","-95.27","0.05","0.00","0.00","-12.65","","2018-10-05"
"GTNTEX","10.60","200.00","5105.56","0.00","3.41","-19.39","-11.67","-48.04","10.23","10.46","10.93","10.93","11.63","11.32","12.20","11.82","12.47","12.20","12.67","13.07","16.25","16.17","13.99","9.27","11.63","-0.71","-0.61","-0.11","23.85","9.43","24.35","35.12","76.27","53.16","83.33","11.63","0.35","0.81","-74.16","-0.22","100.00","100.00","-2.55","","2018-10-05"
"GTPL","66.15","19279.00","71598.62","1.53","0.38","-17.31","-37.03","-49.13","65.65","66.38","70.05","69.83","74.14","72.75","78.73","77.71","83.41","83.01","95.83","94.87","128.90","116.97","88.33","59.94","74.14","-5.59","-5.19","-0.41","29.50","11.59","25.47","34.70","50.91","45.80","26.41","71.55","3.20","5.65","-67.08","-0.65","89.26","86.98","-13.85","","2018-10-05"
"GUFICBIO","102.75","42529.00","104486.54","-1.91","-17.50","-17.34","-15.88","30.06","108.44","108.48","117.62","115.15","121.04","117.70","122.39","119.78","121.07","120.82","122.02","121.66","123.84","115.93","137.43","104.66","121.04","-4.25","-1.80","-2.46","29.39","13.28","38.48","26.93","18.43","26.21","-102.24","121.63","4.00","6.51","-92.37","-0.01","0.00","0.00","-21.55","","2018-10-05"
"GUJALKALI","594.00","47410.00","139317.48","-0.12","-3.00","3.95","15.22","10.71","598.69","598.37","600.19","595.12","586.96","589.69","578.12","580.85","564.50","577.35","563.68","586.94","663.60","625.16","630.10","543.81","586.96","10.51","11.31","-0.80","16.64","20.85","19.44","53.24","42.37","43.10","-79.29","575.62","15.65","29.31","-58.70","0.06","0.00","12.20","22.55","","2018-10-05"
"GUJAPOLLO","159.50","11404.00","4314.44","3.54","-5.45","-13.78","-15.70","-27.75","154.43","158.43","169.80","166.40","175.94","171.05","179.14","176.48","182.47","180.43","188.08","187.59","205.51","205.19","204.24","147.65","175.94","-8.24","-5.70","-2.54","33.81","15.22","29.17","37.46","59.24","45.36","104.90","171.65","8.95","9.69","-64.61","-0.17","100.00","93.71","-25.50","","2018-10-05"
"GUJFLUORO","779.15","117289.00","107611.44","1.70","-5.89","-6.27","3.42","14.52","791.71","791.53","821.36","810.44","830.38","813.81","817.60","809.81","797.28","803.65","776.93","796.74","806.83","799.15","882.91","777.86","830.38","-3.64","6.39","-10.03","24.04","14.38","22.11","42.21","36.15","40.72","-58.71","857.92","37.10","37.79","-79.36","0.15","38.04","26.82","-52.10","","2018-10-05"
"GUJGASLTD","610.90","33488.00","54044.36","-0.98","-4.32","-20.16","-15.70","-24.11","620.72","622.75","656.72","651.08","676.50","670.71","715.77","697.25","734.72","717.10","756.94","748.50","811.97","793.18","756.92","596.09","676.50","-35.88","-29.88","-5.99","26.78","8.49","23.69","21.53","22.41","21.01","-134.88","701.52","22.95","30.50","-89.40","-0.24","0.00","0.00","-154.30","","2018-10-05"
"GUJRAFFIA","19.25","315.00","210.66","-4.70","-9.62","-28.97","-31.86","0.00","19.64","19.79","20.90","21.02","22.24","22.05","24.66","23.71","25.66","25.60","29.16","31.62","","","26.51","17.97","22.24","-1.94","-1.80","-0.14","25.47","29.01","40.37","31.83","16.67","13.81","-26.64","20.49","1.00","1.03","-98.89","-0.70","52.04","52.06","-7.85","","2018-10-05"
"GULFOILLUB","722.65","13255.00","25735.66","-2.61","-1.67","-12.28","-14.49","-6.48","736.30","736.26","750.03","752.82","771.12","766.45","795.64","787.49","820.61","804.27","836.48","830.20","893.72","861.01","835.07","707.16","771.12","-25.71","-23.92","-1.79","37.73","8.72","25.49","28.90","28.39","31.62","-120.25","771.71","24.10","27.69","-96.81","-0.20","0.00","56.36","-101.15","","2018-10-05"
"GULFPETRO","72.40","26806.00","66215.48","-1.70","-7.06","-21.77","-0.21","-11.49","73.91","74.23","78.44","77.86","81.81","79.98","84.20","81.90","85.76","82.35","80.92","81.88","80.79","81.78","93.74","69.89","81.81","-3.62","-2.45","-1.17","22.61","12.97","28.71","29.48","19.04","15.77","-104.19","80.69","3.05","4.00","-93.87","0.09","32.64","52.04","-20.15","","2018-10-05"
"GULPOLY","55.10","11374.00","27387.72","-0.09","-2.65","-11.34","-2.30","-31.81","55.12","55.45","57.55","57.04","59.18","57.89","59.27","58.63","59.67","59.10","58.71","60.79","69.04","67.80","65.30","53.06","59.18","-1.43","-0.84","-0.60","21.41","11.22","18.59","34.56","34.64","26.78","-61.45","58.82","2.05","3.02","-80.82","-0.01","84.91","78.60","-7.05","","2018-10-05"
