"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"UNITY","1.90","928.00","19675.66","2.70","-9.52","-15.56","-9.52","-64.15","1.95","1.94","2.07","2.05","2.12","2.11","2.33","2.19","2.25","2.27","2.35","2.56","3.97","3.70","2.39","1.84","2.12","-0.11","-0.08","-0.03","19.58","15.45","28.92","36.27","8.33","5.00","-71.43","2.27","0.10","0.13","-80.00","-0.27","35.32","11.77","-0.35","","2018-10-05"
"UNIVASTU","87.00","3000.00","7440.00","1.05","-3.33","8.07","78.28","0.00","89.82","88.28","85.95","86.26","83.76","84.28","80.05","80.57","77.26","76.44","65.47","66.12","","","93.19","74.33","83.76","3.89","3.79","0.09","42.51","49.28","36.92","58.53","37.62","68.10","-92.31","81.71","0.90","2.32","-40.40","0.79","7.87","35.96","6.50","","2018-10-05"
"UNIVCABLES","181.50","208262.00","255457.72","-2.08","-13.96","-17.14","22.06","32.72","189.72","191.08","214.83","203.70","214.73","206.08","210.25","202.20","192.13","195.25","172.66","182.64","163.32","170.43","257.12","172.34","214.73","-2.31","4.78","-7.08","27.67","19.92","31.06","39.98","24.45","26.75","-82.54","238.64","14.20","18.30","-93.77","0.71","0.00","4.91","-37.55","","2018-10-05"
"UPL","596.65","2554877.00","3243395.98","-5.11","-12.66","-17.21","-5.33","-22.13","639.59","633.08","667.82","658.41","681.47","665.29","672.33","666.19","661.79","664.71","653.87","668.63","699.94","697.51","748.44","614.49","681.47","-10.04","1.29","-11.33","29.30","14.93","37.12","33.41","7.30","18.23","-127.06","713.90","41.30","31.61","-94.58","0.10","0.00","0.00","-124.00","","2018-10-05"
"UPL-1M","600.15","4766400.00","7413360.00","-5.02","-12.19","-16.97","-4.90","-21.80","642.85","635.99","669.67","660.78","684.07","667.52","674.71","668.18","662.81","666.48","655.10","670.21","701.53","699.28","751.68","616.45","684.07","-9.77","1.42","-11.19","29.70","14.70","37.16","33.87","6.05","20.25","-127.54","715.29","40.50","30.97","-94.27","0.11","0.00","0.00","-122.70","","2018-10-05"
"UPL-2M","603.35","48000.00","1913856.00","-4.92","-12.24","-16.78","-4.29","-21.57","646.14","639.32","673.17","664.19","687.47","670.87","678.06","671.25","665.67","669.21","656.61","672.48","703.79","701.73","755.27","619.67","687.47","-9.61","1.69","-11.30","29.32","15.88","39.79","34.10","4.88","19.75","-124.94","721.03","35.90","28.58","-97.69","0.12","0.00","0.00","-121.65","","2018-10-05"
"UPL-3M","606.00","2400.00","32976.00","-12.45","-15.46","-7.62","-17.21","0.00","661.80","661.25","685.25","672.41","668.78","669.00","648.81","664.29","646.05","666.84","683.11","690.67","","","743.74","593.83","668.78","6.44","12.25","-5.81","19.01","34.40","49.19","40.95","43.31","37.43","-133.27","724.19","87.15","28.22","-99.24","-0.11","0.00","33.23","-50.00","","2018-10-05"
"URJA","1.90","3390346.00","1797825.86","0.00","-7.32","-38.71","-46.48","72.73","1.96","1.99","2.37","2.29","2.62","2.48","2.86","2.72","3.01","2.92","3.32","3.31","4.77","3.66","3.56","1.67","2.62","-0.34","-0.26","-0.08","40.94","7.23","27.87","18.03","27.69","25.21","-43.01","2.25","0.25","0.27","-88.89","-0.55","27.86","28.49","-1.20","","2018-10-05"
"USHAMART","28.30","1023102.00","2476043.32","-4.23","-10.58","-5.03","4.62","11.20","29.53","29.48","30.85","30.32","31.34","30.42","30.33","30.03","29.12","29.43","27.90","28.18","25.34","26.36","34.67","28.00","31.34","-0.02","0.48","-0.50","16.48","19.90","27.19","42.53","19.88","22.12","-118.69","36.00","1.75","2.42","-91.12","0.35","0.00","11.69","-1.50","","2018-10-05"
"USHERAGRO","1.70","979.00","14938.58","-2.86","-12.82","-30.61","-41.38","-71.19","1.80","1.80","2.05","1.99","2.17","2.10","2.31","2.24","2.42","2.37","2.54","2.75","4.42","4.33","2.67","1.66","2.17","-0.20","-0.15","-0.05","37.23","7.17","36.97","18.26","0.00","0.00","-112.40","2.02","0.05","0.12","-100.00","-0.43","0.00","0.00","-0.75","","2018-10-05"
"UTINEXT50","265.98","360.00","2016.24","-1.72","-6.02","-15.02","-7.63","-2.05","275.49","274.38","286.65","284.31","294.40","289.20","299.57","293.41","298.52","294.80","294.29","295.33","297.47","295.34","323.23","265.57","294.40","-8.27","-4.86","-3.41","16.05","16.86","33.20","23.98","21.28","21.91","-112.38","317.03","5.58","11.20","-87.53","0.03","0.00","17.37","-47.02","","2018-10-05"
"UTINIFTETF","1089.53","583.00","580.70","-2.24","-5.27","-10.26","-3.50","6.57","1126.83","1120.56","1149.54","1145.24","1166.02","1157.17","1185.48","1166.76","1181.68","1167.06","1156.74","1156.04","1118.45","1123.04","1228.34","1103.70","1166.02","-20.05","-11.96","-8.09","59.71","45.43","15.46","22.25","13.24","23.15","-69.42","1233.28","102.10","32.61","-98.75","0.06","0.00","0.00","-124.60","","2018-10-05"
"UTISENSETF","364.83","1945.00","380.22","-1.40","-4.99","-9.70","-2.71","0.00","374.14","372.97","383.06","381.11","388.66","385.02","394.28","387.81","392.61","387.30","382.31","382.04","365.43","364.54","411.65","365.67","388.66","-6.47","-3.65","-2.82","29.58","27.69","16.76","30.20","2.83","3.79","-166.67","406.08","32.15","13.23","-96.37","0.09","0.00","0.00","-39.17","","2018-10-05"
"UTTAMSTL","9.50","1649148.00","1501088.52","4.97","-9.95","-8.21","0.00","-58.87","9.45","9.54","10.29","9.99","10.26","10.17","10.57","10.33","10.52","10.46","10.47","11.15","14.36","14.97","11.54","8.98","10.26","-0.30","-0.13","-0.16","19.64","14.12","32.59","40.58","19.88","8.65","-19.32","10.89","0.45","0.61","-67.92","-0.06","74.69","24.90","-0.85","","2018-10-05"
"UTTAMSUGAR","96.05","68390.00","141307.98","-1.64","-10.73","12.21","33.22","-44.16","97.29","99.13","109.34","102.09","102.75","100.90","95.59","97.05","90.17","93.70","84.04","91.73","98.91","110.24","130.46","75.04","102.75","2.84","5.33","-2.49","35.16","27.78","20.60","47.90","32.03","25.24","-14.35","129.71","9.45","9.88","-86.15","0.54","19.94","26.91","10.45","","2018-10-05"
"UVSL","0.10","9397778.00","13535019.80","0.00","0.00","0.00","-33.33","-80.00","0.09","0.10","0.10","0.10","0.10","0.10","0.10","0.10","0.10","0.10","0.12","0.12","0.19","0.22","0.12","0.08","0.10","0.00","0.00","0.00","60.80","2.38","0.24","51.36","100.00","88.89","41.67","0.13","0.05","0.05","0.00","-0.61","100.00","100.00","0.00","","2018-10-05"
"V2RETAIL","284.15","47874.00","54157.80","-4.65","-12.03","-33.54","-29.19","-29.46","297.53","299.89","335.81","328.55","359.04","345.69","378.74","366.09","394.71","378.97","401.57","395.17","421.23","419.08","446.83","271.24","359.04","-30.57","-22.55","-8.02","34.79","9.14","36.12","15.07","20.90","20.73","-104.59","327.13","24.00","20.84","-95.91","-0.23","42.87","71.51","-143.40","","2018-10-05"
"VADILALIND","417.10","14128.00","93300.76","-1.97","-7.29","-23.78","-39.93","-55.68","428.91","431.22","471.22","464.22","497.54","490.92","543.76","535.24","607.00","573.76","657.22","640.54","788.21","762.37","603.45","391.62","497.54","-51.21","-48.09","-3.12","48.15","9.46","42.15","21.14","37.32","36.33","-143.27","495.50","40.60","29.70","-84.56","-0.63","14.80","43.66","-130.10","","2018-10-05"
"VAIBHAVGBL","603.65","6689.00","14769.10","-2.74","-9.18","-13.48","-12.83","11.67","608.40","620.34","675.10","651.22","677.12","663.52","681.53","673.84","683.32","678.79","685.37","683.35","695.56","676.65","772.55","581.69","677.12","-20.66","-8.64","-12.02","24.70","21.99","26.15","32.35","31.17","25.83","20.42","702.33","70.00","35.75","-86.76","-0.01","56.50","51.57","-94.05","","2018-10-05"
"VAISHALI","52.00","3200.00","5888.00","3.28","-0.48","-4.59","-22.39","0.00","52.13","52.05","53.26","52.91","53.50","53.39","54.23","54.20","54.93","54.97","56.37","56.04","","","56.43","50.56","53.50","-0.92","-0.75","-0.17","12.36","40.70","51.54","45.87","31.77","26.78","-36.11","54.82","1.95","1.86","-64.22","-0.15","59.82","38.26","-2.50","","2018-10-05"
"VAKRANGEE","29.80","3318188.00","10265765.32","3.65","1.19","-29.88","-50.66","-88.12","28.42","29.10","31.41","31.24","33.83","33.41","37.39","37.16","42.67","41.62","44.71","59.02","152.98","139.30","42.90","24.75","33.83","-4.17","-4.12","-0.05","34.35","14.59","28.44","35.74","62.54","39.20","86.61","25.65","1.85","2.77","-68.44","-0.90","100.00","100.00","-12.70","","2018-10-05"
"VARDHACRLC","40.90","5217.00","22844.90","-1.56","0.12","-10.99","-10.60","-4.99","40.97","41.19","42.03","41.99","43.30","42.58","43.79","43.25","43.75","43.75","44.84","44.67","47.47","45.95","47.54","39.05","43.30","-1.03","-0.78","-0.24","28.83","17.84","21.32","36.34","58.90","47.88","30.11","42.95","1.30","1.58","-72.88","-0.09","70.61","86.65","-5.05","","2018-10-05"
"VARDMNPOLY","10.45","10100.00","13318.82","-1.42","-7.93","-26.92","-15.04","-70.52","10.68","10.76","11.55","11.44","12.16","11.91","12.93","12.58","13.39","13.18","14.16","14.80","20.93","21.12","14.41","9.92","12.16","-0.87","-0.72","-0.15","17.39","11.63","24.45","27.22","46.11","42.17","-95.02","11.55","1.05","0.89","-87.50","-0.40","47.99","69.45","-3.85","","2018-10-05"
"VARROC","815.55","34010.00","84743.34","-1.95","-8.53","-29.20","0.00","0.00","863.46","857.86","925.74","915.38","974.88","946.72","1013.96","976.14","1002.11","982.59","","","","","1155.66","794.11","974.88","-53.89","-35.18","-18.71","44.88","7.01","39.77","26.66","18.74","31.68","-118.15","915.00","27.80","53.07","-98.57","","0.00","33.33","-336.40","","2018-10-05"
"VASA","24.40","4000.00","11360.00","-4.87","-9.80","-37.19","-53.96","0.00","25.94","26.12","29.75","29.52","34.17","31.77","35.67","35.04","38.27","38.12","45.64","45.38","","","48.04","20.31","34.17","-4.15","-3.34","-0.81","34.11","21.63","65.25","24.30","32.52","38.77","-141.52","29.79","1.25","1.58","-100.00","-0.75","24.18","61.18","-14.45","","2018-10-05"
"VASCONEQ","22.80","163673.00","420958.92","-1.08","-3.59","-26.33","-17.99","-31.43","22.81","23.12","24.80","24.58","26.36","25.55","27.72","26.61","27.66","27.33","28.52","28.74","33.94","32.13","31.83","20.89","26.36","-1.69","-1.25","-0.44","33.41","10.64","31.31","27.39","43.62","32.94","-17.43","23.92","0.55","1.39","-84.57","-0.16","84.39","90.55","-8.15","","2018-10-05"
"VASWANI","8.50","15991.00","24788.66","-1.73","-10.99","-32.81","-30.04","-50.15","8.92","8.95","10.02","9.87","10.81","10.47","11.84","11.21","12.23","11.70","12.54","12.46","14.37","13.83","13.70","7.93","10.81","-1.08","-0.86","-0.22","37.87","6.85","28.86","17.38","20.11","29.59","-120.83","9.90","0.40","0.97","-96.70","-0.28","8.36","37.31","-4.15","","2018-10-05"
"VBL","746.85","19490.00","86771.16","2.15","-1.78","-9.39","-0.74","45.90","739.04","744.92","764.85","760.04","775.68","767.47","787.76","770.86","768.71","767.66","760.47","751.45","700.81","689.67","827.34","724.03","775.68","-11.69","-5.19","-6.51","24.74","17.16","25.46","43.09","39.13","28.05","72.64","805.15","24.95","32.54","-57.27","0.12","100.00","60.58","-77.40","","2018-10-05"
"VEDL","231.65","17175345.00","15791556.84","-3.24","-3.74","1.40","0.26","-25.01","235.22","235.37","234.17","233.90","231.81","232.27","227.93","230.12","225.62","230.10","228.00","236.71","272.20","264.11","243.06","220.55","231.81","3.03","2.95","0.09","11.60","23.96","23.18","50.68","54.08","51.02","-46.34","246.90","15.40","9.93","-59.11","-0.03","0.00","40.89","3.20","","2018-10-05"
"VEDL-1M","231.80","38652250.00","27860315.00","-3.64","-3.78","0.98","-0.13","-24.98","236.22","236.16","234.94","234.73","232.68","233.08","228.68","230.88","226.32","230.80","228.55","237.22","271.92","264.54","244.05","221.31","232.68","3.07","2.99","0.07","10.90","22.87","22.67","50.06","51.83","51.34","-54.47","248.50","15.35","10.20","-59.75","-0.02","0.00","45.96","2.25","","2018-10-05"
"VEDL-2M","230.95","694750.00","5656280.00","-4.05","-4.39","-0.04","-0.88","-25.72","235.86","235.93","235.47","235.02","233.41","233.59","229.56","231.59","227.24","231.60","229.51","238.03","272.28","265.11","244.45","222.36","233.41","2.70","2.81","-0.11","11.35","24.98","26.27","48.75","50.68","49.07","-58.89","248.20","15.05","9.52","-68.45","-0.02","0.00","43.34","-0.10","","2018-10-05"
"VEDL-3M","229.80","29750.00","47005.00","-4.75","-1.35","-1.12","-0.69","0.00","239.84","236.72","235.33","235.25","232.85","233.57","229.22","231.72","226.04","232.41","233.61","240.40","275.18","272.84","244.59","221.11","232.85","3.03","2.80","0.22","12.25","29.85","33.32","47.55","45.97","64.11","-151.73","227.72","13.35","6.85","-67.50","-0.08","0.00","54.25","-2.60","","2018-10-05"
"VENKEYS","2071.95","65636.00","138448.52","-1.58","-13.72","-25.00","-6.43","4.42","2138.54","2165.16","2412.75","2337.96","2479.96","2428.80","2646.24","2517.95","2629.27","2572.82","2555.69","2683.25","3013.34","2744.50","2912.14","2047.78","2479.96","-156.12","-101.08","-55.04","23.76","13.93","36.28","25.47","20.52","21.36","-82.56","2657.31","154.90","146.22","-93.84","-0.07","0.00","2.25","-690.70","","2018-10-05"
"VENUSREM","38.35","42499.00","56332.98","-3.28","-18.58","-33.42","-21.97","-60.81","40.86","41.27","47.28","45.76","50.20","47.95","52.29","50.01","52.01","51.29","52.35","54.58","67.86","68.12","62.51","37.88","50.20","-3.73","-2.17","-1.56","34.58","8.19","32.93","21.60","15.51","16.99","-111.21","49.94","3.55","3.54","-95.79","-0.09","0.00","18.28","-19.25","","2018-10-05"
"VERTOZ","187.10","14400.00","30048.00","-2.27","-12.81","-6.19","6.49","0.00","193.44","193.89","205.61","200.82","206.32","202.00","202.56","201.06","197.51","200.12","196.41","201.23","211.19","207.87","223.61","189.04","206.32","-1.38","2.11","-3.49","35.68","16.89","31.82","33.31","15.57","17.70","-93.55","207.05","6.15","6.32","-94.92","0.11","0.00","0.00","-12.35","","2018-10-05"
"VESUVIUS","1074.40","4322.00","3912.28","0.96","-4.25","-10.52","-14.67","-19.75","1077.07","1083.19","1130.68","1117.33","1144.66","1137.54","1176.61","1166.01","1208.68","1187.81","1233.63","1219.98","1282.37","1261.76","1228.81","1060.50","1144.66","-37.35","-29.47","-7.88","30.40","5.74","23.34","29.59","22.90","16.39","-56.73","1145.88","74.55","42.80","-75.72","-0.17","79.37","26.46","-126.30","","2018-10-05"
"VETO","101.45","47637.00","57040.32","-0.10","-19.96","-37.51","-41.85","-49.58","105.67","107.84","128.28","123.01","136.72","131.57","149.24","142.29","155.17","150.35","166.45","163.76","196.30","185.31","176.26","97.18","136.72","-15.40","-11.21","-4.19","40.42","6.87","41.38","17.82","10.15","10.12","-76.04","134.46","6.00","8.52","-95.43","-0.42","50.16","31.18","-60.90","","2018-10-05"
"VGUARD","167.40","1143983.00","1165451.72","-2.08","-6.32","-23.68","-13.22","-7.10","173.01","172.73","182.05","181.24","189.11","186.84","200.38","193.58","203.61","197.91","203.39","204.21","219.74","211.15","213.75","164.47","189.11","-10.01","-7.95","-2.06","41.52","7.98","36.66","20.38","19.29","28.77","-118.40","179.20","6.05","7.45","-96.40","-0.14","0.00","0.00","-51.95","","2018-10-05"
"VGUARD-1M","167.30","1749000.00","2236860.00","-2.25","-6.20","-24.28","-12.68","-7.31","173.60","173.08","182.57","181.77","189.86","187.45","201.18","194.17","204.30","198.37","203.06","204.42","219.60","211.47","215.21","164.51","189.86","-10.11","-7.97","-2.14","38.05","8.50","36.58","21.84","19.37","29.79","-115.36","180.00","7.15","7.65","-96.25","-0.13","0.00","2.82","-53.65","","2018-10-05"
"VGUARD-2M","167.40","54000.00","570600.00","-2.16","-7.00","-24.61","-11.80","-16.38","172.99","173.05","182.92","181.93","190.14","187.65","201.51","194.23","204.28","198.20","201.92","203.80","218.74","212.35","215.70","164.58","190.14","-10.14","-7.86","-2.27","42.89","10.48","49.34","25.44","26.27","33.62","-105.11","178.90","5.30","6.58","-95.50","-0.11","23.12","44.28","-54.65","","2018-10-05"
"VHL","2123.95","504.00","576.78","-3.44","-9.43","-22.94","-25.58","-36.45","2220.74","2221.42","2394.12","2358.23","2492.02","2439.03","2610.51","2544.04","2655.52","2638.15","2785.77","2854.99","3676.97","3298.09","2878.85","2105.18","2492.02","-145.82","-109.62","-36.20","26.88","9.25","30.66","17.27","32.15","33.70","-109.44","2350.33","118.00","123.07","-96.71","-0.31","0.00","33.48","-632.15","","2018-10-05"
"VICEROY","6.05","47433.00","77648.64","4.31","14.15","-15.97","-17.12","-68.32","5.56","5.74","5.90","5.91","6.27","6.13","6.64","6.42","6.72","6.72","7.13","7.67","11.55","10.99","7.61","4.92","6.27","-0.38","-0.36","-0.03","29.29","18.83","26.33","45.19","86.67","61.19","116.01","4.97","0.30","0.36","-47.62","-0.38","100.00","100.00","-1.15","","2018-10-05"
"VIDEOIND","3.90","252610.00","396678.80","-3.70","0.00","-16.13","-51.55","-75.55","3.98","3.94","3.87","3.95","3.90","4.08","4.35","4.47","4.88","5.02","6.37","6.48","11.56","10.29","4.20","3.59","3.90","-0.29","-0.39","0.10","40.93","20.74","27.23","39.55","46.67","56.30","-67.90","3.54","0.25","0.27","-46.67","-1.17","27.62","75.87","-0.75","","2018-10-05"
"VIDHIING","71.75","31072.00","63894.58","-0.28","-6.58","-18.83","0.14","4.36","72.57","73.02","76.58","76.01","78.89","77.76","81.92","79.49","82.26","80.26","79.15","81.19","86.28","83.25","87.40","70.38","78.89","-3.02","-2.13","-0.90","40.79","7.65","33.98","22.62","30.54","27.95","-68.92","76.88","1.85","3.73","-82.39","0.01","39.83","28.59","-16.65","","2018-10-05"
"VIJAYABANK","44.20","915444.00","2503144.66","-2.00","-5.45","-28.59","-13.92","-19.78","45.28","45.36","48.36","48.51","52.70","50.89","56.62","53.55","57.69","54.88","56.24","56.17","58.70","58.72","66.84","38.55","52.70","-4.20","-3.42","-0.78","39.96","8.18","31.84","25.40","40.19","47.13","-135.98","58.15","1.90","3.02","-95.20","-0.08","41.18","60.95","-17.70","","2018-10-05"
"VIJIFIN","3.55","26287.00","83172.04","-4.05","-13.41","24.56","14.52","0.00","3.70","3.70","3.96","3.77","3.80","3.71","3.42","3.58","3.30","3.53","3.34","3.71","5.44","5.23","4.48","3.11","3.80","0.13","0.20","-0.07","34.42","26.32","23.56","47.32","13.73","9.08","-63.73","4.30","0.20","0.21","-90.48","0.13","0.00","5.59","0.70","","2018-10-05"
"VIJSHAN","7.65","7762.00","49009.56","-0.65","-8.93","-14.04","-31.39","-63.66","7.87","7.88","8.42","8.31","8.73","8.57","9.04","8.95","9.28","9.39","10.12","10.74","16.64","15.38","9.91","7.54","8.72","-0.48","-0.38","-0.10","28.32","8.76","27.74","29.31","21.61","25.70","-92.73","8.35","0.40","0.49","-90.24","-0.47","0.00","0.42","-1.25","","2018-10-05"
"VIKASECO","15.75","1318348.00","1571199.28","-1.87","-5.97","-21.05","-23.54","-25.18","15.69","15.93","16.29","16.43","16.91","16.95","18.23","17.88","19.08","18.87","20.61","21.09","28.83","24.66","19.13","14.69","16.91","-1.01","-1.03","0.01","14.44","18.48","22.86","39.78","75.13","56.30","9.66","19.17","0.80","1.28","-68.85","-0.53","78.36","87.47","-4.20","","2018-10-05"
"VIMALOIL","9.85","600.00","571.96","0.00","4.23","-5.74","-1.50","0.00","9.76","9.78","9.67","9.73","9.67","9.80","10.10","10.01","10.40","10.34","10.90","11.13","","","10.24","9.11","9.67","-0.16","-0.24","0.08","18.85","31.27","50.28","48.88","100.00","92.16","-6.94","9.93","0.45","0.29","-17.65","-0.33","100.00","100.00","-0.60","","2018-10-05"
"VIMTALABS","264.90","27667.00","75536.12","-0.43","-6.13","-8.39","22.38","105.11","267.73","270.03","287.32","279.99","294.42","282.02","283.22","277.41","266.62","269.30","243.69","252.30","217.21","217.60","340.20","248.65","294.42","-1.59","4.83","-6.42","24.70","22.45","21.57","42.73","44.65","37.40","-46.49","307.74","12.75","24.80","-77.23","0.56","27.10","52.96","-24.25","","2018-10-05"
"VINATIORGA","1154.85","12795.00","49699.14","-3.12","-7.70","-18.66","19.81","22.43","1202.24","1202.69","1268.27","1252.17","1299.05","1270.25","1330.33","1264.16","1243.10","1234.55","1124.68","1163.89","1007.45","1067.73","1432.38","1165.72","1299.05","-24.47","-0.39","-24.08","32.12","10.36","37.18","33.78","59.85","57.21","-89.90","1264.90","83.90","70.18","-70.23","0.52","0.00","33.48","-264.85","","2018-10-05"
"VINDHYATEL","1270.80","6384.00","28803.60","-4.37","-6.67","-20.30","24.72","14.82","1303.31","1316.03","1425.93","1382.18","1463.68","1401.57","1442.31","1384.16","1337.36","1343.69","1189.41","1270.88","1168.42","1226.84","1699.86","1227.50","1463.68","-22.85","14.88","-37.73","32.92","18.09","32.39","36.85","44.80","39.01","-81.27","1511.32","68.55","76.69","-91.20","0.64","0.00","47.44","-323.65","","2018-10-05"
"VINYLINDIA","75.20","23918.00","26116.16","-7.56","-9.01","-23.89","-25.95","2.52","78.77","79.18","84.65","83.95","89.28","87.21","94.24","91.53","97.42","94.64","100.83","98.73","106.19","98.45","105.81","72.74","89.28","-5.93","-4.85","-1.08","43.06","12.10","38.76","24.54","54.46","48.28","-63.90","71.08","9.90","5.07","-84.40","-0.27","62.11","87.02","-23.60","","2018-10-05"
"VIPCLOTHNG","35.05","55206.00","154662.74","-3.97","-17.92","-37.69","-33.99","-35.63","36.65","37.47","43.68","42.24","46.97","44.86","49.97","47.75","51.08","49.65","52.75","52.68","61.94","57.59","60.35","33.59","46.97","-4.59","-3.11","-1.48","41.23","5.74","38.45","18.59","14.80","15.38","-110.96","41.61","2.60","3.01","-96.45","-0.24","9.01","19.33","-21.20","","2018-10-05"
"VIPIND","408.80","185152.00","661614.20","0.26","-6.10","-33.75","-1.39","70.26","409.01","416.94","463.38","455.03","495.57","478.74","539.24","498.85","530.87","500.92","484.18","483.31","416.56","423.62","619.03","372.10","495.57","-40.10","-27.63","-12.48","36.38","13.38","34.98","26.95","25.13","17.71","-13.58","447.00","26.00","26.76","-90.62","0.25","90.29","81.38","-208.30","","2018-10-05"
"VIPULLTD","50.75","55695.00","95662.06","-0.39","-4.61","-1.74","-3.79","-37.00","51.72","51.57","52.73","52.28","52.97","52.29","52.18","51.91","50.49","51.64","50.49","52.46","58.22","60.36","55.16","50.77","52.97","0.11","0.55","-0.45","37.01","20.12","20.65","43.21","28.64","27.47","-75.70","56.88","1.35","2.27","-84.31","0.10","0.00","2.93","-0.90","","2018-10-05"
"VISAKAIND","432.25","50838.00","50389.40","-1.18","-7.45","-21.57","-15.20","-24.49","437.08","441.93","477.51","469.36","494.12","487.99","531.20","512.59","550.33","531.22","562.41","563.40","641.19","607.80","571.90","416.33","494.12","-33.87","-27.76","-6.11","42.80","6.79","33.75","24.44","26.46","22.79","-76.86","501.09","21.95","24.93","-89.52","-0.28","0.00","5.12","-118.85","","2018-10-05"
